Document,Primary Introducer,Status,Description,Document ID
LB945,Hansen,Indefinitely postponed,Adopt the Nebraska Healthy Food Financing Initiative Act,28388
LB946,Smith,Indefinitely postponed,Change powers and duties of the chairperson of the Nebraska Motor Vehicle Industry Licensing Board,28133
LB947,Mello,Veto Overridden,State intent relating to professional or commercial licenses for certain aliens and restrict credential issuance as prescribed,28651
LB948,Morfeld,Passed,Change an application period limitation for the designation of enterprise zones as prescribed,28838
LB949,Harr,Indefinitely postponed,Change the commission allowed to cigarette stamping agents,28733
LB950,Harr,Indefinitely postponed,Allow a bad debt deduction relating to cigarette and tobacco product taxes,28732
LB951,Harr,Indefinitely postponed,Adopt the Affordable Housing Tax Credit Act,28593
LB952,Watermeier,Passed,Change membership of the Board of Emergency Medical Services,28749
LB953,Kolterman,Indefinitely postponed,Provide protection for qualified adults from financial exploitation,28803
LB954,Krist,Passed,Change provisions relating to access to records for and investigations by the Inspector General of Nebraska Child Welfare,28901
LB955,Scheer,Indefinitely postponed,Except the University of Nebraska and the Nebraska State College System from participation in certain state contracts regarding electronic payments,28820
LB956,Speaker Hadley,Passed,Provide for deficit appropriations,28572
LB957,Speaker Hadley,Passed,"Provide, change, and eliminate fund provisions and change artwork, renovation, and replacement provisions for state buildings",28573
LB958,Gloor,Passed,Change provisions relating to property tax credits,28451
LB959,Sullivan,Passed,Change provisions relating to minimum levy adjustments and averaging adjustments under the Tax Equity and Educational Opportunities Support Act and certain school district levy and bonding authority,28452
LB959A,Sullivan,Passed,Appropriation Bill,30111
LB960,Smith,Passed,Adopt the Transportation Innovation Act and provide transfers from the Cash Reserve Fund,28845
LB960A,Smith,Passed,Appropriation Bill,29695
LB961,Chambers,Indefinitely postponed,Eliminate provisions relating to hunting mountain lions,28873
LB962,Fox,Indefinitely postponed,Change requirements for the practice of acupuncture,28832
LB963,Fox,Indefinitely postponed,Change provisions relating to area plans and budgets under the Nebraska Community Aging Services Act,28330
LB964,Hilkemann,Indefinitely postponed,Change a veteran notation requirement on a motor vehicle operator's license or state identification card,28782
LB965,Cook,Indefinitely postponed,Provide for expungement of records for persons charged with or found guilty of a crime because of stolen identity or mistaken identity,28861
LB966,Kintner,Indefinitely postponed,Adopt the Refugee Resettlement Agency Indemnification Act,28536
LB967,Kintner,Indefinitely postponed,Change learning community provisions relating to enrollment and levies,28611
LB968,Johnson,Indefinitely postponed,Change provisions relating to an agriculture promotion and development program,28244
LB969,Larson,Indefinitely postponed,"Provide and change duties for the establishment, maintenance, and operation of public libraries or reading rooms by cities or villages",28842
LB970,Larson,Indefinitely postponed,Change provisions relating to pickle cards and keno and authorize methods of payment for gambling,28885
LB971,Gloor,Indefinitely postponed,Change provisions relating to restoration of seized firearms,28863
LB972,Harr,Indefinitely postponed,Change a provision under the Employment Security Law relating to an exclusion from the definition of employment,28884
LB973,Smith,Passed,"Change penalty, permit, and notice provisions relating to electric utility lines, poles, and structures",28816
LB974,Kolowski,Indefinitely postponed,"Exempt sales of clothing, school supplies, computers, and computer-related accessories from sales and use taxes",28840
LB975,Kolterman,Indefinitely postponed,Adopt the Child Welfare Services Preservation Act,28254
LB976,Seiler,Withdrawn,Change provisions relating to jury sequestration,28698
LB977,Smith,Passed,"Provide state assistance for public transportation, ordinance and resolution powers regarding weight restrictions, Breast Cancer Awareness Plates, electronic processing of commercial drivers' licenses and permits, and operation of implements of husbandry and change specialty license plate provisions, distribution of taxes and fees, use of blue and amber lights, and motor vehicle industry provisions",28717
LB977A,Smith,Passed,Appropriation Bill,29896
LB978,Craighead,Passed,Change provisions relating to the state purchasing card program and facilities construction and administration and eliminate obsolete provisions,28274
LB979,Kuehn,Indefinitely postponed,Provide for selection of interchangeable biological products by pharmacists,28702
LB980,Morfeld,Indefinitely postponed,Change penalty provisions for certain violations relating to or committed by persons experiencing or witnessing a drug overdose,28089
LB981,Business and Labor Committee,Passed,Provide for payment of claims against the state,28775
LB982,Business and Labor Committee,Indefinitely postponed,Deny payment of claims against the state,28776
LB983,Harr,Indefinitely postponed,Change the definition of disability under the Nebraska Fair Employment Practice Act,28436
LB984,Schumacher,Indefinitely postponed,Change provisions relating to mandatory minimum sentencing and sentencing of habitual criminals,28836
LB985,Schumacher,Indefinitely postponed,Provide reporting duties for regional behavioral health authorities,28384
LB986,Nebraska Retirement Systems Committee,Indefinitely postponed,Change duties of the Public Employees Retirement Board relating to an annual valuation report and experience study,28707
LB987,Morfeld,Indefinitely postponed,Create the Bioscience Steering Committee,28826
LB988,Cook,Indefinitely postponed,Change distribution provisions for the Health Care Homes for the Medically Underserved Fund,28777
LB989,Murante,Indefinitely postponed,Change provisions relating to motor vehicles,28324
LB990,Davis,Indefinitely postponed,Adopt the Fetal Dignity Protection Act,28673
LB991,McCollister,Indefinitely postponed,Redefine crime victim,28808
LB992,Ebke,Indefinitely postponed,Provide a restriction on installment contracts for the purchase of real or personal property by political subdivisions,28871
LB993,Coash,Indefinitely postponed,Change provisions related to the Auditor of Public Accounts and require hours of work be recorded on a timesheet,28059
LB994,Davis,Indefinitely postponed,Change provisions under the Motor Vehicle Registration Act relating to financial responsibility as applied to nonresident owners,28676
LB995,Davis,Indefinitely postponed,Repeal provisions relating to the special valuation of agricultural land and provide for the agricultural value of agricultural land,28784
LB996,Friesen,Indefinitely postponed,Change provisions relating to the Motor Vehicle Industry Regulation Act,28615
LB997,Krist,Indefinitely postponed,Change provisions regarding the Nebraska Capitol Commission and office space within the State Capitol,28894
LB998,Schumacher,Indefinitely postponed,Provide for emergency community crisis centers and change provisions relating to emergency protective custody,28385
LB999,Garrett,Indefinitely postponed,Change the disposition of proceeds from the sale of surplus personal property,28558
LB1000,Mello,Passed,Require policies relating to body-worn cameras and eyewitness suspect identifications and change provisions relating to grand juries,28508
LB1001,Ebke,Indefinitely postponed,Change provisions relating to a compensation schedule for injuries resulting in disability,28563
LB1002,Baker,Passed,Permit educational service unit boards to pay membership dues to associations of school boards,28940
LB1003,Smith,Indefinitely postponed,Change the prepaid wireless surcharge determination under the Prepaid Wireless Surcharge Act,28546
LB1003A,Smith,Indefinitely postponed,Appropriation Bill,29873
LB1004,Cook,Indefinitely postponed,Change provisions relating to the Community Eligibility Provision and provide duties for the State Department of Education,28879
LB1005,Harr,Indefinitely postponed,Provide for an evidence-based drug formulary under the Nebraska Workers' Compensation Act,28564
LB1006,Coash,Indefinitely postponed,Appropriate funds for hiring forensic accountants by the Office of the Attorney General,28872
LB1007,Coash,Indefinitely postponed,Change and provide provisions relating to protection of vulnerable adults and senior adults,28887
LB1008,Coash,Indefinitely postponed,"Provide qualification requirements for guardians ad litem in guardianship, conservatorship, and other protective proceedings",28068
LB1009,Williams,Passed,"Prohibit transactions involving lookalike substances, provide and change seizure and forfeiture authority, and prohibit conduct as deceptive trade practices ",28591
LB1010,Williams,Passed,Change provisions relating to juvenile court petitions,28408
LB1011,Campbell,Passed,Change provisions relating to at-risk managed care contracts as prescribed ,28225
LB1012,Mello,Passed,Adopt the Property Assessed Clean Energy Act,28353
LB1013,Gloor,Indefinitely postponed,Change tax on cigarettes and other tobacco products and provide for distribution of proceeds,28502
LB1014,Stinner,Indefinitely postponed,Change provisions relating to levy limitations and budget limitations for public airports,28172
LB1015,Harr,Indefinitely postponed,Change a sales tax exemption relating to museums,28860
LB1016,Watermeier,Passed,Redefine agency under the Legislative Performance Audit Act,28862
LB1017,Lindstrom,Indefinitely postponed,Eliminate a residency requirement for student interns under a grant program and transfer funds as prescribed,28897
LB1018,Coash,Indefinitely postponed,Appropriate funds to the Nebraska Arts Council,28317
LB1019,Davis,Indefinitely postponed,"Change provisions relating to support of the Niobrara Council by the Game and Parks Commission, require legislative confirmation of certain appointments to the council, and require an annual report",28678
LB1020,Fox,Indefinitely postponed,"Provide for amendments to declarations to correct scrivener's errors, omissions, or errors in the declaration under the Nebraska Condominium Act",28828
LB1021,Crawford,Indefinitely postponed,Change provisions relating to access to sales and use tax information by municipalities,28200
LB1022,Legislative Performance Audit Committee,Passed,Change provisions relating to the office of Legislative Audit and change dates for application of tax incentives,28631
LB1023,Ebke,Indefinitely postponed,Require development of treatment protocols for and a needs assessment of committed offenders and correctional facilities,28737
LB1024,Larson,Indefinitely postponed,Change a provision of the Nebraska Political Accountability and Disclosure Act relating to an interest in a government contract,28841
LB1025,Morfeld,Indefinitely postponed,Change  experience requirements under the Public Accountancy Act,28557
LB1026,Morfeld,Indefinitely postponed,Change provisions relating to education technology,28858
LB1027,Morfeld,Indefinitely postponed,Create and provide funding for the Campus Sexual Assault Prevention Grant Program and provide duties for the Attorney General,28618
LB1028,Morfeld,Indefinitely postponed,Change provisions relating to funding under the Business Innovation Act and require the Department of Economic Development to contract with certain entities,28689
LB1029,Mello,Indefinitely postponed,Adopt the Sector Partnership Program Act and provide duties for the Department of Labor,28248
LB1030,Bolz,Indefinitely postponed,Change an expenditure limit relating to amino acid-based elemental formulas,28960
LB1031,Hansen,Indefinitely postponed,Change the levy authority of railroad transportation safety districts,28571
LB1032,McCollister,Indefinitely postponed,Adopt the Transitional Health Insurance Program Act and provide duties for the Department of Health and Human Services,28500
LB1032A,McCollister,Indefinitely postponed,Appropriation Bill,29992
LB1033,Campbell,Passed,Create an advisory committee relating to persons with disabilities within the Department of Health and Human Services,28751
LB1034,Campbell,Indefinitely postponed,Change provisions relating to the Nebraska Children's Commission,28748
LB1035,Williams,Passed,Redefine farm product and change provisions relating to the central filing system and the master lien list,28646
LB1036,Campbell,Indefinitely postponed,"Change provisions of the Credit Services Organization Act, the Delayed Deposit Services Licensing Act, and the Nebraska Installment Loan Act",28537
LB1037,Brasch,Indefinitely postponed,Change property tax provisions relating to agricultural land and horticultural land,28833
LB1038,Davis,Passed,Change provisions relating to vegetation and natural resources,28892
LB1038A,Hughes,Passed,Appropriation Bill,29963
LB1039,Coash,Passed,Define and redefine terms relating to developmental disabilities,28346
LB1040,Johnson,Indefinitely postponed,Adopt the Travel Agency Registration Act,28393
LB1041,Cook,Indefinitely postponed,Provide for disapproval of certain insurance rate filings if they use price optimization,28948
LB1042,Friesen,Indefinitely postponed,Change provisions relating to tax-increment financing,28639
LB1043,Howard,Indefinitely postponed,Create a palliative care program and advisory council for the Health Care Facility Licensure Act,28674
LB1044,Ebke,Indefinitely postponed,Terminate the Commission of Industrial Relations,28781
LB1045,Ebke,Indefinitely postponed,Provide for the treatment of certain contractors as independent contractors as prescribed,28936
LB1046,Ebke,Indefinitely postponed,Change license eligibility requirements under the Liquor Control Act,28347
LB1047,Harr,Indefinitely postponed,Change sales tax exemption provisions relating to purchases of energy and fuel,28159
LB1048,Harr,Indefinitely postponed,Adopt the Nebraska Agriculture and Manufacturing Jobs Act and provide tax credits,28913
LB1049,Harr,Indefinitely postponed,Redefine terms to include students in virtual schools in the state aid formula,28721
LB1050,Harr,Passed,Authorize conversion of domestic partnerships and domestic limited liability partnerships into domestic limited liability companies or foreign limited liability companies,28911
LB1051,Harr,Indefinitely postponed,Redefine qualified business under the Nebraska Advantage Act,28971
LB1052,Harr,Indefinitely postponed,State intent relating to appropriations for the Nebraska Whole Child Project and change provisions relating to school funding,28942
LB1053,Harr,Indefinitely postponed,Appropriate funds to the State Department of Education,28499
LB1054,Hilkemann,Indefinitely postponed,Change provisions relating to the DNA Identification Information Act,28844
LB1055,Chambers,Indefinitely postponed,Open grand jury proceedings to the public as prescribed and change procedures in cases of death during apprehension by law enforcement officers or while in custody,28950
LB1056,Chambers,Indefinitely postponed,Adopt the Patient Choice at End of Life Act,28850
LB1057,Murante,Indefinitely postponed,Change provisions of the Nebraska Political Accountability and Disclosure Act,28744
LB1058,Crawford,Indefinitely postponed,Change provisions relating to enforcement of certain tobacco restriction provisions,28378
LB1059,Crawford,Passed,Change provisions of the Community Development Law and the Local Option Municipal Economic Development Act,28506
LB1060,Fox,Indefinitely postponed,Adopt the Pharmacy Benefit Fairness and Transparency Act and provide duties for the Director of Insurance,28780
LB1061,Kolterman,Indefinitely postponed,Adopt the Surgical Technologist Registry Act,28975
LB1062,Krist,Indefinitely postponed,Provide for waiver of a certificate to administer as prescribed,28953
LB1063,Sullivan,Indefinitely postponed,Change provisions relating to state aid to schools,28865
LB1064,Sullivan,Indefinitely postponed,Change option enrollment and student fee provisions as prescribed,28921
LB1065,Sullivan,Indefinitely postponed,Change school provisions relating to the community eligibility provision,28910
LB1066,Sullivan,Passed,Change provisions relating to education,28773
LB1067,Sullivan,Passed,Change provisions relating to learning communities and funding for education,28839
LB1067A,Sullivan,Passed,Appropriation Bill,29758
LB1068,Haar,Indefinitely postponed,Adopt the Electric Customer Protection Act and provide duties for the Public Service Commission,28597
LB1069,Haar,Indefinitely postponed,Provide duties for the state investment officer relating to investment in energy-related companies or funds,28725
LB1070,Haar,Indefinitely postponed,Change powers and duties of the Nebraska Oil and Gas Conservation Commission to require liability insurance and restrict permits as prescribed,28937
LB1071,Haar,Indefinitely postponed,Adopt the Solar Energy Economic Development Act,28786
LB1072,Haar,Indefinitely postponed,Adopt the Fair Repair Act and provide a penalty,28439
LB1073,Kolowski,Indefinitely postponed,Authorize the display of the Honor and Remember flag as prescribed,28505
LB1074,Kolowski,Indefinitely postponed,Appropriate funds to the State Department of Education,28787
LB1075,Schilz,Passed,Change provisions of the Disposition of Personal Property Landlord and Tenant Act,28976
LB1076,Schilz,Indefinitely postponed,Appropriate funds to the Game and Parks commission for law enforcement at the Lake McConaughy State Recreation Area,28947
LB1077,Pansing Brooks,Indefinitely postponed,Change provisions under the Motor Vehicle Operator's License Act relating to operator's license revocation ,28903
LB1078,Pansing Brooks,Indefinitely postponed,Provide and change certain conflict of interest statement requirements under the Nebraska Political Accountability and Disclosure Act,28938
LB1079,Pansing Brooks,Indefinitely postponed,Redefine law enforcement agency and change provisions relating to law enforcement officer jurisdiction,28917
LB1080,Seiler,Passed,Change provisions relating to direct purchases and use of recyclable material by correctional industries,28796
LB1081,Campbell,Passed,Change provisions relating to eligibility for public assistance and eliminate termination dates for self-sufficiency contracts,28837
LB1082,Schilz,Passed,"Change provisions relating to the Nebraska Oil and Gas Conservation Commission and provide for a periodic well fluid analysis, report, and notice as prescribed",28893
LB1082A,Schilz,Passed,Appropriation Bill,29655
LB1083,Williams,Passed,Adopt the Next Generation Business Growth Act and change funding for tax credits under the Community Development Assistance Act,28690
LB1083A,Williams,Passed,Appropriation Bill,30130
LB1084,Stinner,Indefinitely postponed,Change and provide duration requirements for certain state agency contracts,28825
LB1085,Davis,Indefinitely postponed,Change a renewable energy tax credit,28962
LB1086,Davis,Passed,Change provisions relating to student self-management of asthma or anaphylaxis,28154
LB1087,Davis,Indefinitely postponed,Change sales tax provisions relating to the definition of engaged in business in this state,28918
LB1088,Davis,Indefinitely postponed,Provide a sales and use tax exemption for nonprofit centers for independent living,28951
LB1089,Hansen,Indefinitely postponed,Change the minimum wage for persons compensated by way of gratuities,28754
LB1090,Hansen,Indefinitely postponed,Require notification of law enforcement by the Nebraska State Patrol of denials of handgun certificates as prescribed,28902
LB1091,Hilkemann,Indefinitely postponed,State intent relating to appropriations for purposes of the Site and Building Development Fund,28882
LB1092,Mello,Passed,Change provisions relating to budget request reporting requirements,28190
LB1093,Mello,Passed,"Create the Bioscience Steering Committee, redefine a term relating to an internship grant program, change the Business Innovation Act, and require reports on the Nebraska Innovation Campus",28831
LB1093A,Mello,Passed,Appropriation Bill,30043
LB1094,Judiciary Committee,Passed,"Change provisions relating to evidence, sentencing, certain criminal penalties, criminal mischief, assault, theft, forgery, probation, parole, and the Inspector General of the Nebraska Correctional System",28652
LB1095,Kintner,Indefinitely postponed,Require employer identification numbers and the use of the federal immigration verification system,28211
LB1096,Harr,Indefinitely postponed,Change provisions relating to amendments to declarations regarding unit boundaries under the Nebraska Condominium Act,28954
LB1097,Morfeld,Indefinitely postponed,Change provisions relating to sexual assault forensic testing,28412
LB1098,Morfeld,Passed,Increase legal services fees as prescribed,28762
LB1098A,Morfeld,Passed,Appropriation Bill,29548
LB1099,Krist,Indefinitely postponed,Change provisions relating to expense reimbursement ,28935
LB1100,Schilz,Indefinitely postponed,Adopt the Petroleum Education and Marketing Act,28928
LB1101,Mello,Passed,Require the Department of Environmental Quality to examine the status of solid waste management programs,28739
LB1102,Davis,Indefinitely postponed,Authorize legislative performance audits of tax-increment financing projects,28642
LB1103,Schumacher,Indefinitely postponed,"Change provisions relating to medicaid reimbursements, provide for a lien, and change estate procedures ",28685
LB1103A,Schumacher,Indefinitely postponed,Appropriation Bill,30167
LB1104,Larson,Indefinitely postponed,"Provide for tax incentives, intent provisions, and revenue-sharing agreements relating to Native Americans",28647
LB1105,Larson,Passed,Change and eliminate beverage regulations and licensure provisions and create the Nebraska Craft Brewery Board,28949
LB1105A,Larson,Passed,Appropriation Bill,29884
LB1106,Garrett,Passed,Change forfeiture provisions as prescribed,28590
LB1107,Garrett,Indefinitely postponed,Create the Nebraska Election System Initiative ,28883
LB1108,Garrett,Indefinitely postponed,Require reporting to the Auditor of Public Accounts and the Legislature regarding civil forfeiture proceedings,28124
LB1109,Murante,Passed,Change public records provisions and provide for an enhanced public scrutiny process for certain University appointees,28818
LB1110,Mello,Passed,Adopt the Nebraska Workforce Innovation and Opportunity Act and the Sector Partnership Program Act,28985
LB1110A,Mello,Final Reading,Appropriation Bill,30210
LR378CA,Kuehn,Indefinitely postponed,Constitutional amendment to guarantee the right to engage in certain farming and ranching practices,28054
LR379CA,Bloomfield,Indefinitely postponed,Constitutional amendment authorizing recall of state elective officers,28177
LR380CA,Bloomfield,Indefinitely postponed,Constitutional amendment to change the distribution of state lottery proceeds,28084
LR381,Ebke,Delivered to Governor,Resolution to ratify the Twenty-Seventh Amendment to the United States Constitution regarding compensation for members of Congress,28265
LR382,Gloor,,"Congratulate Case New Holland America, LLC in Grand Island, for fifty years of producing industry leading agricultural equipment",28082
LR383,Brasch,,Congratulate Darcey Simonsen on winning third place in the discus at the 2015 Class D Girls' state track and field championship,28065
LR384,Brasch,,Congratulate the Wisner-Pilger High School 3200 meter relay team on winning second place at the 2015 Class C Boys' state track and field championship,28063
LR385,Brasch,,Congratulate Alexander Tietz on winning second place in the 3200 meter run and third place in the 1600 meter run at the 2015 Class B state track and field championship,28062
LR386,Brasch,,Congratulate Ashleigh Carr on winning third place in both the 200 meter dash and 400 meter dash at the 2015 Class C Girls' state track and field championship,28064
LR387,Brasch,,"Congratulate the students, faculty, and staff of Bancroft-Rosalie High School on their achievements",28212
LR388,Brasch,,Extend sympathy to the family of Joseph G. Lemm and recognize his service to his community and country,28746
LR389CA,Harr,Indefinitely postponed,Constitutional amendment to remove provisions regarding marriage from the Constitution of Nebraska,28066
LR390CA,Davis,Indefinitely postponed,Constitutional amendment requiring community colleges funding by sales and income taxes and not property taxes,28722
LR391,Brasch,,Congratulate the Guardian Angels Central Catholic High School volleyball team for winning third place in the 2015 Class C-2 state championship,28514
LR392,Brasch,,Congratulate the Oakland-Craig High School football team for winning second place in the 2015 Class C-2 state championship,28515
LR393,Bloomfield,,"Extend sympathy to the family of Major General Claude M. Bolton, Jr., and recognize his service to his country",28139
LR394CA,Hughes,Indefinitely postponed,Constitutional amendment to authorize taxing bodies to exclude their taxes from pledges made by cities to pay indebtedness on redevelopment projects,28656
LR395,Hilkemann,,Congratulate the Millard North High School football team on winning the 2015 Class A state championship,28791
LR396,Hilkemann,,Congratulate the Elkhorn South High School football team on winning the 2015 Class B state championship,28792
LR397,Gloor,Referral,Interim study to monitor the health care transformation in Nebraska,28778
LR398CA,Bloomfield,Indefinitely postponed,Constitutional amendment to provide for election of judges and eliminate the merit plan for selection of judges,28694
LR399CA,Davis,Indefinitely postponed,Constitutional amendment to require cities and villages to obtain voter approval before pledging taxes for the payment of indebtedness related to redevelopment projects,28641
LR400,Fox,,"Recognize Beauchamp Alejandro and all other contributors to the ""You Look Good, You Feel Good"" event in Omaha",28805
LR401,Fox,,Congratulate the Omaha South High School Magnet School dance team on performing at the 2016 Sugar Bowl and winning the Sugar Bowl Spirit Award,28806
LR402,Johnson,,Congratulate the David City Aquinas Catholic High School football team on winning the 2015 Class C-2 state championship,28614
LR403,Hansen,Referral,Provide the Executive Board of the Legislative Council appoint the Election Technology Committee as a special committee of the Legislature,28605
LR404,Kintner,,Congratulate Todd Nott on winning the Hitchcock Hundred ultramarathon,28727
LR405,Murante,,Congratulate the Gretna High School play production team for winning the 2015 Class A Production state championship,28864
LR406,Gloor,Referral,Interim study to examine issues surrounding the blending of various fuels in Nebraska and the impact of right to blend laws in other states,28834
LR407,Craighead,,Congratulate Alyssa Howell on being crowned Miss Nebraska 2015,28812
LR408,Craighead,,"Congratulate John ""Jack"" Koraleski on being named the 119th King of Aksarben",28810
LR409,Craighead,,Congratulate Molly Kroeger on being named the 119th Queen of Aksarben,28848
LR410,Craighead,,Congratulate Bruce Lauritzen on being named the 2015 Midlander of the Year by the Omaha World-Herald,28811
LR411,Coash,,Congratulate Tim Aylward on his retirement from coaching and recognize his successful career,28599
LR412,Watermeier,Referral,Interim study to improve communication access for movie theaters in Nebraska to ensure all persons can fully experience the movie theater experience,28912
LR413,Watermeier,Referral,Create the Task Force on Behavioral and Mental Health,28829
LR414,Chambers,,Prohibit meals or beverages from being provided to legislators by lobbyists in the Capitol while the Legislature is in session,28924
LR415,Riepe,Referral,Urge the Nebraska congressional delegation to support and co-sponsor Senate Bill 1989 entitled Primary Care Enhancement Act of 2015,28963
LR416,Coash,,"Extend sympathy to the family of Milan ""Babe"" Knezovich",28909
LR417,Kolterman,,Congratulate Colton James Hood on achieving the rank of Eagle Scout,28927
LR418,Howard,Referral,Provide the Executive Board of the Legislative Council appoint a special committee to be known as the ACCESSNebraska Oversight Committee of the Legislature,28856
LR419,Larson,,Congratulate the Crofton High School girls' cross country team on winning the 2015 Class D state championship,28987
LR420,Larson,,Congratulate the Hartington-Newcastle High School play production team for winning the 2015 Class C-2 state championship,28891
LR421,Kolowski,,Congratulate the Millard West High School Marching Band on their accomplishments and on being named Grand Champion at the 2015 National Funding Holiday Bowl,29014
LR422,Campbell,,Congratulate the Lincoln Electric System and all of its present and past employees and board members on its 50th anniversary of operation in Lincoln,28988
LR423,Kolterman,,Congratulate Elaine and Bud Stuhr on their 60th wedding anniversary,29045
LR424,Kolowski,,Congratulate Sean Lynch II for being chosen as a Nebraska delegate to the United States Senate Youth Program,29015
LR425,Pansing Brooks,,Congratulate Lincoln High School for receiving a 2015 NebraskARTS Award,29077
LR426,Mello,,Designate February 2016 as Career and Technical Education Month in the State of Nebraska,29083
LR427,Cook,,Congratulate Dr. Glenda Baskin Glover for her outstanding service with the Alpha Kappa Alpha Sorority,29121
LR428,Davis,,Congratulate the Hyannis Area Schools for receiving a 2015 NebraskARTS Award,29073
LR429,Cook,,Congratulate Cynthia Butler-McIntyre for her outstanding service with Delta Sigma Theta Sorority,29120
LR430,Scheer,Referral,Interim study to examine whether the Nebraska Banking Act should be updated,29091
LR431,Scheer,Referral,Interim study to examine whether the Securities Act of Nebraska should be updated,29092
LR432,Kolterman,,Congratulate Isabella Graves on being elected Miss Junior National Association of the Deaf Ambassador,29147
LR433,Riepe,,Congratulate Nathan Andrew Richards on achieving the rank of Eagle Scout,29157
LR434,Ebke,,Congratulate Nathaniel Stapaules on achieving the rank of Eagle Scout,29256
LR435,Kolterman,,Congratulate Ryan Kopsa on achieving the rank of Eagle Scout,29270
LR436,Krist,,Recognize March 2016 as Problem Gambling Awareness Month in Nebraska,29294
LR437,Hadley,,Congratulate the recipients of the Distinguished NEBRASKAlander Award and extend appreciation for their service to the State of Nebraska,29198
LR438,Kolowski,,Congratulate Abby Gilreath on being named Nebraska's winner of the Doodle 4 Google contest and wish her luck in the national finals,29320
LR439,Crawford,Referral,Interim study to examine the use of tax-increment financing by municipalities for residential development,29316
LR440,Garrett,,Commend Justice Antonin Gregory Scalia for his life of service,29409
LR441,Seiler,,Congratulate the students and teachers at Morton Elementary School for gaining prestigious recognition as a National Model Professional Learning Community School,29407
LR442,McCollister,,"Recognize February 21-27, 2016, as Engineers Week in Nebraska",29003
LR443,Kolowski,,Congratulate Golden Kelly for receiving a 2016 Prudential Spirit of Community Award,29405
LR444,Kolowski,,Congratulate Grace Kelly for being named a Distinguished Finalist for the 2016 Prudential Spirit of Community Award,29406
LR445,Davis,,Congratulate Gideon Monette on his state wrestling championship,29457
LR446,Schnoor,,Congratulate Andrew J. Poppe on achieving the rank of Eagle Scout,29449
LR447,Ebke,,Congratulate Elliot James Erdkamp on achieving the rank of Eagle Scout,29432
LR448,Ebke,,Congratulate Broc Edward Mueller on achieving the rank of Eagle Scout,29433
LR449,Stinner,,Congratulate Mario Ybarra on his state wrestling championship,29472
LR450,Johnson,,Congratulate the David City High School wrestling team on winning the 2016 Class C state championship,29460
LR451,Stinner,,Congratulate Quentin Munoz on achieving the rank of Eagle Scout,29527
LR452,Bolz,Referral,"Interim study to establish a study group to examine issues surrounding the need to provide financial assistance for home accessibility modifications for people with disabilities, including the elderly",29493
LR453,Stinner,,Congratulate Grady Sherrell on achieving the rank of Eagle Scout,29528
LR454,Campbell,,Congratulate My'Kah Knowlin for receiving a 2016 Prudential Spirit of Community Award,29517
LR455,Haar,Referral,Provide the Executive Board of the Legislative Council appoint a special committee to examine issues related to the impacts of climate change on the State of Nebraska,29562
LR456,Bolz,,"Congratulate the Lincoln Southeast High School ""We the People"" team and their teacher, Zach Wojtowicz, on winning the 2016 Nebraska state competition",29570
LR457,Scheer,,Congratulate the University of Nebraska Women's Volleyball Team for their outstanding season and for winning the 2015 NCAA Division I Women's Volleyball championship,29500
LR458,Johnson,,Acknowledge the partnerships established by the National Historical Preservation Act during the year of the 50th anniversary of its passage,29575
LR459,Larson,,Congratulate Drew Loberg on his state wrestling championship,29597
LR460,Larson,,Congratulate Jason Hahlbeck on his state wrestling championship,29596
LR461,Larson,,Congratulate Bailey Thompson on his state wrestling championship,29595
LR462,Hadley,,"Proclaim March 15, 2016, as Canada Day at the Nebraska State Capitol",29378
LR463,Campbell,Referral,Interim study to examine ways to improve the coverage of hearing aid costs for Nebraska families,29608
LR464,Groene,Referral,Interim study to examine the effects of the use of tax-increment financing by municipalities,29598
LR465,McCollister,,"Congratulate Donna D'Ottavio, Gary Brown, Mikayla Mancuso, Alysen Hansen, Sarah Ulsher, and Cyndi Mattson for being named outstanding volunteers by the Nebraska Library Association",29649
LR466,Stinner,,"Congratulate Austin Garcia, Roger Martinez, Conner Muhr, and Adam Zamarripa on achieving the rank of Eagle Scout",29687
LR467,McCoy,,Congratulate the Elkhorn South High School girls' basketball team on winning the 2016 Class B girls' state championship,29702
LR468,Garrett,,Commend Joey Walther and Colton Patrick for educating young Nebraskans about the economy ,29333
LR469,Hadley,,Congratulate the Kearney Catholic High School girls' basketball team on winning the Class C-1 state basketball championship,29705
LR470,Campbell,,Congratulate the Lincoln East High School girls' basketball team on winning the 2016 Class A girls' state championship,29728
LR471,Ebke,,Congratulate Nicholas Martozie on achieving the rank of Eagle Scout,29755
LR472,Ebke,,Congratulate Riley Owens on achieving the rank of Eagle Scout,29756
LR473,Ebke,,Congratulate Jack Dinneen on achieving the rank of Eagle Scout,29741
LR474,Ebke,,Congratulate Michael Coffey on achieving the rank of Eagle Scout,29757
LR475,Larson,,Congratulate the Wynot High School girls' basketball team on winning the 2016 Class D-2 state championship,29764
LR476,Larson,,Congratulate the Crofton High School girls' basketball team on winning the 2016 Class C-2 state championship,29763
LR477,Seiler,,Congratulate the Hastings St. Cecilia girls' volleyball team on winning the 2015 Class C-2 state championship,29860
LR478,Kintner,,Congratulate the Lourdes Central Catholic High School boys' basketball team on winning the 2016 Class D-1 state championship,29912
LR479,Davis,,Recognize the Mari Sandoz High Plains Heritage Center and the Mari Sandoz Heritage Society,29456
