Document,Primary Introducer,Status,Description,Document ID
LB317,Price,Indefinitely postponed,Change a duty of county assessors relating to real property valuation,18770
LB318,McGill,Indefinitely postponed,Change duties of law enforcement officers and agencies relating to the taking and distribution of fingerprints,18473
LB319,McGill,Indefinitely postponed,Change certain permitholder penalty provisions under the Concealed Handgun Permit Act,18428
LB320,McGill,Indefinitely postponed,Change temporary custody without a warrant provisions of the Nebraska Juvenile Code,18756
LB321,Crawford,Indefinitely postponed,Change a provision relating to disability retirement payments,18589
LB322,Karpisek,Indefinitely postponed,Require the Department of Natural Resources to conduct an environmental study relating to the Blue River,18600
LB323,Haar,Indefinitely postponed,Create the School Finance Review Committee,18054
LB324,Lautenbaugh,Indefinitely postponed,Change provisions of the Nebraska Workers' Compensation Act,18759
LB325,Brasch,Indefinitely postponed,Change provisions relating to approval of natural resources district boundary changes,18553
LB326,Howard,Passed,Change provisions of Pharmacy Practice Act and Automated Medication Systems Act,18573
LB327,Pirsch,Indefinitely postponed,Change income tax rates,18750
LB328,Pirsch,Indefinitely postponed,Change corporate income tax rates,18727
LB329,Howard,Passed,Change provisions relating to criminal offenses against animals,18061
LB330,Howard,Indefinitely postponed,Change eligibility provisions relating to the Supplemental Nutrition Assistance Program,18242
LB331,Harms,Passed,Change provisions relating to postsecondary education grants and the Postsecondary Institution Act,18571
LB332,Harms,Passed,Change application provisions relating to the Access College Early Scholarship Program,18572
LB333,Schumacher,Indefinitely postponed,Change the sales and use tax collection fees,18551
LB334,Nordquist,Indefinitely postponed,Appropriate funds for the Nebraska Opportunity Grant Program,18645
LB335,Christensen,Indefinitely postponed,Authorize possession of firearms as prescribed,17838
LB336,Carlson,Passed,Change sickness and accident insurance provisions for policies subject to the federal Patient Protection and Affordable Care Act,17998
LB337,Schumacher,Passed,"Change provisions relating to the Nebraska Insurers Supervision, Rehabilitation, and Liquidation Act",18723
LB338,Gloor,Indefinitely postponed,Prohibit certain practices by health care professionals and health care facilities,18477
LB339,Schilz,Indefinitely postponed,Change fence dispute provisions,18373
LB340,Natural Resources Committee,Passed,Change a hearing requirement related to the Nebraska Power Review Board,18452
LB341,Wightman,Passed,Change tax sale procedures,18057
LB342,Coash,Indefinitely postponed,Change right to counsel provisions under the Nebraska Juvenile Code,18052
LB343,Coash,Indefinitely postponed,Change terminology related to mental retardation,17855
LB344,Sullivan,Passed,Change moratorium exceptions for long-term care beds,18305
LB345,Wightman,Passed,Change provisions relating to certain real estate filings and transfer on death deeds,18122
LB346,Kolowski,Indefinitely postponed,Authorize school districts to levy a tax and exceed budget authority for school security measures,18614
LB347,Gloor,Indefinitely postponed,Provide for a moratorium on issuance of licenses under the Health Care Facility Licensure Act,18783
LB348,Harr,Indefinitely postponed,Change provisions relating to the assessment of certain rent-restricted housing projects,18492
LB349,Murante,Passed,Change ballot status and write-in provisions for presidential and vice-presidential candidates,18514
LB350,Murante,Indefinitely postponed,Add members to the Nebraska Police Standards Advisory Council,18619
LB351,Harms,Indefinitely postponed,Require cognitive tests for persons eighty years of age or older obtaining motor vehicle operator's licenses,18173
LB352,Christensen,Indefinitely postponed,Provide signage requirements and duties for the Nebraska State Patrol under the Concealed Handgun Permit Act,17844
LB353,Christensen,Indefinitely postponed,Restrict rule and regulation authority of natural resources districts,18686
LB354,Larson,Indefinitely postponed,Adopt the Nebraska Corn Promotion Act,18474
LB354A,Larson,Indefinitely postponed,Appropriation Bill,19966
LB355,Larson,Indefinitely postponed,Change the age of majority and certain age requirements,17833
LB356,Karpisek,Indefinitely postponed,Prohibit participation in extracurricular and co-curricular activities as prescribed,18519
LB357,Haar,Indefinitely postponed,Change a budget limitation exemption under the Tax Equity and Educational Opportunities Support Act,18681
LB358,Dubas,Indefinitely postponed,Redefine excavation for purposes  of the One-Call Notification System Act,18302
LB359,Cook,Passed,Change asset and income limitations for certain programs of public assistance and change eligibility redeterminations relating to a child care subsidy,18327
LB359A,Cook,Passed,Appropriation Bill,19601
LB360,Karpisek,Withdrawn,"Change court fees, sheriff's fees, identification inspection fees, and handgun certificate fees",18712
LB361,Howard,Passed,Name the Child and Maternal Death Review Act and change review procedures,18463
LB362,Avery,Indefinitely postponed,Change state park entry permit provisions and provide for a motor vehicle registration fee,18064
LB362A,Avery,Indefinitely postponed,Appropriation Bill,19938
LB363,Avery,Passed,Change provisions relating to access to public records,18777
LB363A,Avery,Passed,Appropriation Bill,19292
LB364,Avery,Passed,"Permit cities of the metropolitan, primary, and first class to set limits on contracts which affect public officials or employees",18486
LB365,Avery,Indefinitely postponed,Require instruction in certain emergency procedures as a prerequisite to high school graduation,18383
LB366,Cook,Passed,Adopt the Diploma of High School Equivalency Assistance Act and provide funding from the Education Innovation Fund,18045
LB366A,Cook,Passed,Appropriation Bill,20448
LB367,Cook,Indefinitely postponed,Adopt the Twenty-First Century Developmental Education Act,18652
LB368,Crawford,Passed,Create a subsidized employment pilot program within the Department of Health and Human Services,18188
LB368A,Crawford,Passed,Appropriation Bill,20725
LB369,Lathrop,Indefinitely postponed,Require licensed service providers for services to probationers and parolees as prescribed,17973
LB370,Lathrop,Indefinitely postponed,Create the County Property Tax Assistance Program and the Municipal Property Tax Assistance Program,18762
LB371,Mello,Passed,Adopt the Transparency in Government Procurement Act,18013
LB372,Mello,Indefinitely postponed,Adopt the Buy Nebraska Act and eliminate provisions relating to resident bidder preferences,17938
LB373,Mello,Indefinitely postponed,Change Nebraska Construction Prompt Pay Act provisions,18285
LB374,Nelson,Indefinitely postponed,Provide for a delinquent child support payment lien on an appearance bond as prescribed,18020
LB375,Lathrop,Indefinitely postponed,Appropriate funds to the Department of Health and Human Services to be used for services for persons with developmental disabilities,18785
LB376,Johnson,Indefinitely postponed,Appropriate funds to the Department of Economic Development,18775
LB377,Johnson,Passed,Change provisions relating to annexation of a county road by a city or village,18737
LB378,Smith,Indefinitely postponed,Eliminate fees for the issuance of certain license plates,17931
LB379,Nelson,Indefinitely postponed,Change furlough and reduction of sentence provisions as prescribed,18342
LB380,Howard,Indefinitely postponed,Provide for adoption by two adult persons jointly,18150
LB381,Janssen,Indefinitely postponed,Require photographic identification to vote,18170
LB382,Janssen,Indefinitely postponed,Change presidential elector selection and voting requirements,18348
LB383,Janssen,Passed,Provide for Military Honor Plates and change certain license plate fee provisions,18548
LB384,Nordquist,Passed,Adopt the Nebraska Exchange Transparency Act,18503
LB384A,Nordquist,Passed,Appropriation Bill,20391
LB385,Nordquist,Indefinitely postponed,Prohibit certain bases for discrimination relating to child placement,18399
LB386,Christensen,Passed,Require notice of road maintenance by counties as prescribed,17852
LB387,Christensen,Indefinitely postponed,Eliminate provisions relating to constructing drainage facilities and taking other control measures on public roads,18626
LB388,Natural Resources Committee,Passed,"Change provisions relating to first rights of construction, ownership, and maintenance of electric transmission lines",18236
LB389,Bolz,Indefinitely postponed,Provide an income tax credit for adoption and guardianship costs,18523
LB390,Christensen,Passed,Change provisions relating to unlawful possession of a firearm at a school and Emergency Management Act provisions,18768
LB391,Davis,Indefinitely postponed,Change water law provisions relating to water storage,18467
LB392,Lathrop,Indefinitely postponed,Eliminate certain firearms provisions no longer authorized by federal law,18746
LB393,Bloomfield,Indefinitely postponed,Change helmet and eye protection provisions regarding motorcycles,18289
LB394,Conrad,Indefinitely postponed,Authorize use of Affordable Housing Trust Fund for vocational training,18731
LB395,Conrad,Indefinitely postponed,"Redefine the term ""school-based health center"" for purposes of the Medical Assistance Act",18247
LB396,Conrad,Indefinitely postponed,Change Nebraska Workers' Compensation Court powers,18747
LB397,Conrad,Indefinitely postponed,Require insurance coverage for screening for amino acid-based formulas,18409
LB398,Brasch,Passed,Change provisions and penalties relating to certain excessively loaded vehicles,18051
LB399,Lautenbaugh,Indefinitely postponed,Permit members of certain organizations to use flashing amber lights on motor vehicles,18817
LB400,Lautenbaugh,Indefinitely postponed,Appropriate funds for aid to community colleges,18287
LB401,Lautenbaugh,Indefinitely postponed,Adopt the School Purchasing Act,18736
LB402,Mello,Passed,Change provisions relating to community-based energy development projects,18295
LB403,Seiler,Passed,Prohibit retail sale of novelty lighters,18654
LB404,McGill,Indefinitely postponed,Change State Natural Gas Regulation Act provisions relating to infrastructure system replacement cost recovery charges,18447
LB405,McCoy,Indefinitely postponed,"Eliminate certain sales tax exemptions, corporate and individual income taxes, and the franchise tax and change other tax provisions",18705
LB406,McCoy,Indefinitely postponed,Change tax provisions,18668
LB407,Sullivan,Passed,Change calculation provisions under the Tax Equity and Educational Opportunities Support Act,18885
LB408,Sullivan,Passed,Change dates and provisions relating to certification and distribution of state aid,18795
LB409,Sullivan,Indefinitely postponed,Change distribution provisions for core services and educational technology funds,17866
LB410,Sullivan,Passed,Change and eliminate provisions relating to education,18403
LB411,Nordquist,Indefinitely postponed,Change a renewable energy tax credit,18625
LB412,Schumacher,Indefinitely postponed,Adopt the Freedom from Unwarranted Surveillance Act,18802
LB413,Schumacher,Indefinitely postponed,Change license violation provisions under the Nebraska Liquor Control Act,18764
LB414,Schumacher,Indefinitely postponed,Change funding for the Municipal Equalization Fund,18687
LB415,Seiler,Indefinitely postponed,Change provisions relating to financial institutions and attachment and garnishment,18413
LB416,Kolowski,Indefinitely postponed,Change teacher education allowance provisions relative to the state aid formula,18682
LB417,Kolowski,Indefinitely postponed,Provide for guidelines for election workers,18825
LB418,Kolowski,Indefinitely postponed,"Change powers and duties of election commissioners, chief deputy election commissioners, and county boards",18592
LB419,Hadley,Indefinitely postponed,Change provisions relating to the nameplate capacity tax,18810
LB420,McGill,Passed,Provide authorization for disposition of human remains based on military documents,18743
LB421,McGill,Indefinitely postponed,Provide powers and duties for professional boards regarding credentialing veterans,18590
LB422,McGill,Indefinitely postponed,Provide duties for credentialing boards and temporary practice permits for military spouses,18591
LB423,Agriculture Committee,Passed,Change provisions relating to seizure of animals and the Livestock Animal Welfare Act and restrict sales and require notifications for purposes of bovine trichomoniasis prevention,18011
LB424,Coash,Indefinitely postponed,State intent to appropriate funds to the Nebraska State Patrol Internet Crimes Against Children Unit,18819
LB425,Campbell,Indefinitely postponed,State intent to appropriate funds for intervention services for at-risk children and youth,18735
LB426,Howard,Passed,Change provisions relating to fraternal benefit societies,18724
LB427,Howard,Indefinitely postponed,"Adopt the Carbon Monoxide 
Safety Act",18388
LB428,Haar,Indefinitely postponed,Change permitted practice provisions for certified nurse midwives,18053
LB429,Crawford,Passed,Require disclosure of state contracts,18635
LB429A,Crawford,Passed,Appropriation Bill,20009
LB430,Crawford,Indefinitely postponed,"Change asset limitation for the aid to dependent children program, child care subsidy, and the Welfare Reform Act",18186
LB431,Karpisek,Indefinitely postponed,Change definition of food establishment under the Nebraska Pure Food Act,18841
LB432,Price,Indefinitely postponed,Appropriate funds for the Interstate Compact on Educational Opportunity for Military Children,18849
LB433,Price,Indefinitely postponed,Require a report and change administration procedures for ballots at hospitals and nursing homes,18512
LB434,Price,Passed,Provide for emergency management registries for persons with special needs ,18032
LB435,Hansen,Passed,Provide for out-of-state brand permits under the Livestock Brand Act,18707
LB436,Hansen,Indefinitely postponed,Redefine franchisee under the Franchise Practices Act,18856
LB437,Hansen,Indefinitely postponed,Transfer administration of mechanical safety inspection programs to the State Fire Marshal,18171
LB438,Adams,Passed,Change the accountability system for schools and school districts under the Quality Education Accountability Act,18225
LB439,Gloor,Indefinitely postponed,Change cigarette and tobacco tax provisions,18220
LB440,Gloor,Indefinitely postponed,Adopt the Volunteer Emergency Responders Incentive Act and provide an income tax credit,18219
LB441,Seiler,Indefinitely postponed,Change provisions relating to control of dead human remains,18326
LB442,Schumacher,Passed,Change provisions relating to homeowners' associations and the Nebraska Condominium Act,18328
LB443,Cook,Indefinitely postponed,Adopt the Children's Residential Facilities and Placing Licensure Act,18098
LB444,Krist,Indefinitely postponed,Require certification and presence of authorized personnel by retail liquor licensees,18838
LB445,Karpisek,Indefinitely postponed,Provide funding to the Department of Motor Vehicles to purchase a vehicle titling and registration computer system,18840
LB446,Avery,Passed,Define salvage to include flood damage under the Motor Vehicle Certificate of Title Act,18776
LB447,Avery,Indefinitely postponed,"Provide for sales tax on soft drinks, change the distribution of sales tax proceeds, and provide funding for projects to help children",18069
LB448,Avery,Indefinitely postponed,Prohibit contributions by lobbyists to candidates or members of the Legislature during legislative session,18284
LB449,Avery,Indefinitely postponed,Redefine high elective office for restrictions on multiple office holding,18675
LB450,Avery,Indefinitely postponed,Change political party convention and caucus provisions,18628
LB451,Janssen,Indefinitely postponed,"Prohibit federal restrictions on firearms, magazines, and firearm accessories as prescribed",18740
LB452,Conrad,Indefinitely postponed,Require a medicaid waiver to provide coverage for family planning services,18732
LB453,Karpisek,Indefinitely postponed,Change provisions relating to motor vehicle headlights,18839
LB454,Haar,Indefinitely postponed,Adopt the Electronics Extended Producer Responsibility and Job Creation Act,18189
LB455,Lautenbaugh,Indefinitely postponed,Provide procedures for termination of a lease based upon clear and present danger,18824
LB456,Lautenbaugh,Indefinitely postponed,Provide for removal of containers of draft beer from licensed premises as prescribed,18872
LB457,Krist,Indefinitely postponed,Change provisions relating to deductions for net operating losses and capital losses,18730
LB458,Krist,Passed,Require general acute hospitals to offer tetanus-diphtheria-pertussis vaccinations as prescribed,18480
LB459,Krist,Passed,Require certain health care facilities to offer onsite vaccination services,18479
LB460,Krist,Indefinitely postponed,Require a booster meningococcal conjugate vaccine for students as prescribed ,18478
LB461,Karpisek,Indefinitely postponed,Provide liability limitation for bucking bull activities,18789
LB462,Ashford,Indefinitely postponed,Change provisions relating to contracts for joint law enforcement services,18788
LB463,Ashford,Indefinitely postponed,Change the number of separate juvenile court judges,18520
LB464,Ashford,Passed,"Change provisions relating to the juvenile justice system, arraignment, court jurisdiction, services for juveniles and families, and truancy",18566
LB465,Lautenbaugh,Indefinitely postponed,Adopt the College Choice Grant Program Act,18646
LB466,Avery,Indefinitely postponed,Redefine a term under the Postsecondary Institution Act,18607
LB467,Avery,Indefinitely postponed,Provide for interstate reciprocity agreements under the Postsecondary Institution Act,18608
LB468,Scheer,Indefinitely postponed,Allow an income tax deduction for tuition payments,18800
LB469,Scheer,Indefinitely postponed,Change an exemption to school budget lid relating to payments for a voluntary termination,18680
LB470,Scheer,Passed,Adopt the Superintendent Pay Transparency Act,18801
LB471,Coash,Indefinitely postponed,Change provisions relating to juvenile commitment evaluations,17979
LB472,Karpisek,Indefinitely postponed,Prohibit flying lanterns,18211
LB473,Bloomfield,Indefinitely postponed,Authorize certain residency restrictions near parks under the Sexual Predator Residency Restriction Act,18380
LB474,Krist,Passed,Change provisions relating to  occupation taxes,18202
LB475,Carlson,Indefinitely postponed,Change the Angel Investment Tax Credit Act and the Business Innovation Act,18129
LB476,Carlson,Passed,Change provisions relating to grants for internships,18130
LB477,Carlson,Passed,Change sunset for the Riparian Vegetation Management Task Force,18805
LB478,Smith,Indefinitely postponed,Provide requirements for awards under the Access College Early Scholarship Program Act,18560
LB479,Lathrop,Passed,Prohibit policy and contract terms relating to contractual rights and insurance proceeds,18829
LB480,Lathrop,Indefinitely postponed,Adopt the Nebraska Career Technical Education Grant Program Act,18674
LB481,Lathrop,Indefinitely postponed,Create the Career Education Task Force,18583
LB482,Kintner,Indefinitely postponed,Prohibit the state and political subdivisions from adopting certain policy recommendations,18752
LB483,Bolz,Passed,Provide for a reentry planning pilot program in adult correctional facilities,18809
LB483A,Bolz,Passed,Appropriation Bill,20519
LB484,Karpisek,Passed,Change dental hygienist training and authorized functions,18946
LB485,Conrad,Indefinitely postponed,Prohibit discrimination based upon sexual orientation as prescribed,18579
LB486,Dubas,Indefinitely postponed,Appropriate funds to the Legislative Council to pay dues under the Midwest Interstate Passenger Rail Compact,18377
LB487,Wightman,Passed,Change health care certificate of need provisions,18915
LB488,Revenue Committee,Indefinitely postponed,Change provisions relating to municipal occupation  taxes,18878
LB489,Revenue Committee,Indefinitely postponed,Change the sales tax rate,18506
LB490,Revenue Committee,Indefinitely postponed,Change income tax rates,18507
LB491,Cook,Indefinitely postponed,Change calculation of target level of funds under the Nebraska Opportunity Grant Act,18647
LB492,Cook,Indefinitely postponed,Appropriate funds to carry out the Nebraska Youth Conservation Program,18831
LB493,Davis,Passed,Authorize transfer of portions of the Cowboy Trail,18780
LB494,Davis,Indefinitely postponed,Change number of districts and members of Game and Parks Commission,18779
LB495,Sullivan,Passed,Change provisions relating to the Education Innovation Fund and early childhood grant reporting,18884
LB495A,Sullivan,Passed,Appropriation Bill,20122
LB496,Sullivan,Indefinitely postponed,Change provisions relating to school reorganization incentive payments,18796
LB497,Sullivan,Passed,Change provisions relating to funding for education from lottery funds,18891
LB498,Brasch,Indefinitely postponed,Provide for declaratory judgment and injunctive relief against foreign defamation judgments,18909
LB499,Brasch,Passed,Change powers and duties of Game and Parks Commission,18175
LB500,Brasch,Passed,Change school bus operation provisions,18804
LB501,Hadley,Indefinitely postponed,Redefine a term in the Nebraska Advantage Act,18930
LB502,Hadley,Indefinitely postponed,Change a sales tax exemption for health clinics,18905
LB503,Coash,Indefinitely postponed,Rename the Child Protection Act and provide for alternative response to a report of child abuse or neglect,18239
LB504,Coash,Indefinitely postponed,Change Commission on Indian Affairs state assistance for political subdivisions provisions,18958
LB505,Coash,Indefinitely postponed,Provide requirement for insurance coverage of autism spectrum disorders,18132
LB506,Bolz,Indefinitely postponed,Change elementary class size allowance in the state aid formula,18871
LB507,Campbell,Passed,Adopt the Step Up to Quality Child Care Act,18481
LB507A,Campbell,Passed,Appropriation Bill,20503
LB508,Campbell,Indefinitely postponed,Change provisions relating to the aid to dependent children program,18455
LB509,Murante,Indefinitely postponed,Change election of learning community coordinating council,18749
LB510,Scheer,Passed,Change Open Meetings Act telephone conference call provisions and authorization for videoconferencing and teleconferencing,18902
LB511,Scheer,Indefinitely postponed,Change allocation provisions relating to the Education Innovation Fund,18803
LB512,Scheer,Indefinitely postponed,Change provisions relating to academic content standards and statewide assessment and reporting,18822
LB513,Carlson,Passed,Change notice provisions under the Nebraska Ground Water Management and Protection Act,18894
LB514,Carlson,Passed,Provide for new funding mechanisms under the Wastewater Treatment Facilities Construction Assistance Act,18080
LB515,Carlson,Indefinitely postponed,Change provisions relating to irrigation district elections,18201
LB516,Carlson,Indefinitely postponed,Adopt the Nebraska Water Legacy Act,18794
LB517,Carlson,Passed,Create the Water Funding Task Force,18901
LB517A,Carlson,Passed,Appropriation Bill,19870
LB518,Janssen,Indefinitely postponed,Change certain eligibility provisions of the medical assistance program,18005
LB519,Krist,Indefinitely postponed,Appropriate funds for improvements at the Nebraska History Museum,18847
LB520,Christensen,Indefinitely postponed,Allow land surveyors to enter upon public or private lands or waters as prescribed,18830
LB521,Christensen,Indefinitely postponed,Require cities and villages and other public bodies that maintain web sites to publish ordinances and other information as prescribed,18927
LB522,Christensen,Indefinitely postponed,Provide state financial assistance to irrigation districts to compensate water appropriators ,18954
LB522A,Christensen,Indefinitely postponed,Appropriation Bill,20735
LB523,Christensen,Indefinitely postponed,"Provide requirements for copayments, coinsurance, and deductibles relating to certain services",18944
LB524,Christensen,Indefinitely postponed,Adopt the Pharmacy Audit Integrity Act,18767
LB525,Haar,Indefinitely postponed,Change deadlines under the Election Act,18826
LB526,Howard,Passed,Change provisions relating to use of pharmaceutical agents by optometrists,18544
LB527,Howard,Indefinitely postponed,Change optometry licensure and certification to use pharmaceutical agents,18543
LB528,Howard,Passed,Provide for partner treatment relating to sexually transmitted diseases,18556
LB529,Dubas,Indefinitely postponed,Change requirements for approval of redevelopment plans under the Community Development Law,18879
LB530,Dubas,Passed,"Add, change, and eliminate provisions relating to foster care reimbursements",18636
LB530A,Dubas,Passed,Appropriation Bill,19874
LB531,Conrad,Indefinitely postponed,Change distribution of sales and use tax revenue and repeal the Build Nebraska Act,18240
LB532,Conrad,Indefinitely postponed,Change income tax rates,18588
LB533,Avery,Indefinitely postponed,Require oil and gas pipeline eminent domain condemnors to provide notice to property owners,18848
LB534,Avery,Indefinitely postponed,Change provisions relating to the Auditor of Public Accounts and the Legislative Performance Audit Section,18465
LB535,Lathrop,Indefinitely postponed,Adopt Prescription Monitoring Program Act and repeal prescription monitoring provisions,18862
LB536,Business and Labor Committee,Passed,Approve claims against the state,18533
LB537,Business and Labor Committee,Indefinitely postponed,Deny claims against the state,18552
LB538,Chambers,Passed,Change provisions relating to revocation and suspension of law enforcement training certificates or diplomas,18941
LB539,Chambers,Indefinitely postponed,Prohibit requiring teaching experience for superintendents,18937
LB540,Chambers,Indefinitely postponed,Prohibit rules and regulations requiring teachers to lead pledge of allegiance,18938
LB541,Chambers,Indefinitely postponed,Prohibit arbitration of claims involving disciplinary actions against peace officers,18940
LB542,Chambers,Indefinitely postponed,Eliminate an aggravating circumstance regarding death penalty sentencing hearings,18844
LB543,Chambers,Indefinitely postponed,Change a penalty from death to life imprisonment or life imprisonment without possibility of parole,18845
LB544,Hansen,Indefinitely postponed,Require notifications regarding bovine trichomoniasis,18898
LB545,Dubas,Passed,Change Public Service Commission appeal procedures,18928
LB546,Kolowski,Passed,Eliminate and change provisions relating to the review of postsecondary capital construction projects ,18696
LB547,Kolowski,Indefinitely postponed,Provide an income tax credit for payments to school districts for extracurricular activities and character education programs,18631
LB548,Schilz,Indefinitely postponed,Change a length exception for semitrailers transporting baled livestock forage,18213
LB549,Schilz,Passed,Change the scrap tire program sunset and certain grant allocations,18931
LB550,Schilz,Indefinitely postponed,Adopt the Livestock Growth Act and change provisions of the Nebraska Advantage Rural Development Act,18693
LB551,Schilz,Indefinitely postponed,Change recreational liability provisions,18694
LB552,Nordquist,Indefinitely postponed,Adopt the Cities of the First Class Firefighters Cash Balance Retirement Act,18702
LB553,Nordquist,Veto Overridden,Change actuarial valuation of retirement systems and school employee retirement provisions,18547
LB553A,Nordquist,Veto Overridden,Appropriation Bill,20324
LB554,Nordquist,Indefinitely postponed,Change provisions relating to school employee retirement,18949
LB555,Nordquist,Indefinitely postponed,Adopt the Preparing Students for Educational Success Act,18232
LB556,McGill,Passed,"Provide for telehealth services for children, change the medical assistance program, and provide duties for the Department of Health and Human Services",18827
LB556A,McGill,Passed,Appropriation Bill,20805
LB557,McGill,Indefinitely postponed,Change provisions relating to net metering and authorize community solar gardens,18365
LB558,Kintner,Passed,Change provisions relating to certain declaratory judgments and illegal taxes paid,18945
LB559,Mello,Indefinitely postponed,Adopt a short-time compensation program under the Employment Security Law,18476
LB560,Mello,Passed,Change provisions of the Nebraska Wage Payment and Collection Act,18612
LB561,Ashford,Passed,Change provisions and transfer responsibilities regarding the juvenile justice system,18806
LB561A,Ashford,Passed,Appropriation Bill,20747
LB562,Ashford,Indefinitely postponed,Change provisions of the juvenile justice system,18864
LB563,Krist,Passed,Change provisions relating to contracts for services,18919
LB564,Nelson,Indefinitely postponed,Adopt the Health Care Freedom of Conscience Act,18892
LB565,Nelson,Passed,Change provisions relating to registering to vote and requesting a ballot for early voting at the same time,18903
LB566,Karpisek,Indefinitely postponed,Create the Educational Technology Infrastructure Grant Program,18713
LB567,Haar,Indefinitely postponed,Change provisions relating to approval of electric generation facilities and transmission lines,18704
LB568,Harr,Passed,Adopt the Health Insurance Exchange Navigator Registration Act,18880
LB568A,Harr,Passed,Appropriation Bill,20123
LB569,Harr,Indefinitely postponed,Appropriate funds to the Supreme Court for county court employees,18541
LB570,Harr,Indefinitely postponed,Adopt the Employers Certainty in Records Act,18964
LB571,Harr,Indefinitely postponed,Adopt the Community Enhancement Financing Assistance Act,17853
LB572,Harr,Indefinitely postponed,Change the Nebraska Advantage Act and provisions relating to extraordinary dividends and capital gains on certain capital stock,18087
LB573,Harr,Passed,Change provisions relating to an adjustment to income for certain capital gains and extraordinary dividends,18734
LB574,Harr,Indefinitely postponed,Provide that certain assessments are levied and collected as special assessments,18812
LB575,Harr,Indefinitely postponed,Provide for professional development training for school board and learning community coordinating council members,17882
LB576,Harr,Indefinitely postponed,Require flagging of area near polling places and change restrictions on electioneering,18597
LB577,Campbell,Indefinitely postponed,Change provisions relating to the medical assistance program,18187
LB577A,Campbell,Indefinitely postponed,Appropriation Bill,21035
LB578,Nordquist,Indefinitely postponed,Create a fund to provide funding for medicaid services and change distribution of premium tax revenue,18618
LB579,Karpisek,Passed,Provide a duty regarding administration and enforcement of the Nebraska Liquor Control Act,18904
LB579A,Karpisek,Passed,Appropriation Bill,20273
LB580,Johnson,Indefinitely postponed,Change certain condemnation procedures,18813
LB581,Crawford,Indefinitely postponed,Change the sales and use tax collection fees,18852
LB582,Carlson,Indefinitely postponed,Appropriate funds to the Nebraska Tourism Commission,18174
LB583,Haar,Passed,Provide duties for the Climate Assessment Response Committee ,18336
LB583A,Haar,Passed,Appropriation Bill,20692
LB584,Smith,Indefinitely postponed,Change Nebraska Workers' Compensation Act medical guidelines and independent medical examiner provisions,18410
LB585,Smith,Passed,Change provisions relating to learning communities and learning community coordinating councils,18866
LB586,Mello,Withdrawn,Provide content for rules and regulations relating to child care and preschools,18638
LB587,Schilz,Indefinitely postponed,Change provisions of the Livestock Brand Act,18710
LB588,Watermeier,Passed,Change veteran employment preference provisions ,18745
LB589,Watermeier,Passed,Change provisions of the One-Call Notification System Act,18896
LB590,Lautenbaugh,Indefinitely postponed,License and regulate wagering on historic horseracing,18688
LB591,Lautenbaugh,Indefinitely postponed,Change civil service commission membership,18587
LB592,Lautenbaugh,Indefinitely postponed,Authorize the carrying of concealed handguns by qualified law enforcement officers and qualified retired law enforcement officers,18908
LB593,Lautenbaugh,Indefinitely postponed,Adopt the Charter Schools Act,18021
LB594,Price,Indefinitely postponed,Provide Nebraska Investment Council duties relating to administration of the Nebraska Veterans' Aid Fund,18926
LB595,Price,Passed,Provide for a Public Service Commission study of next-generation 911,18925
LB595A,Price,Passed,Appropriation Bill,19941
LB596,Price,Indefinitely postponed,Change provisions relating to specialty license plates and Purple Heart license plates,18933
LB597,Larson,Passed,Change provisions relating to county agricultural societies,18962
LB598,Larson,Indefinitely postponed,Change provisions relating to net metering,17829
LB599,Sullivan,Indefinitely postponed,Change exemptions relating to school budget limitations,18357
LB600,Wightman,Indefinitely postponed,Change inheritance tax rates,18667
LB601,Bloomfield,Indefinitely postponed,Require notice for natural resources district subcommittee meetings,18744
LB602,Bloomfield,Indefinitely postponed,Adopt the Nebraska Firearms Freedom Act,18753
LB603,Chambers,Indefinitely postponed,Include affirmation as an alternative when an oath is required,18936
LB604,Haar,Indefinitely postponed,Change computation of the cost growth factor relating to state aid to schools,18709
LB605,Pirsch,Indefinitely postponed,Provide for Telehealth Behavioral Health Services Program,18934
LB606,Pirsch,Indefinitely postponed,Adopt the Nebraska Technology Entrepreneur Act to provide sales and use tax refunds to certain businesses,18913
LB607,Pirsch,Indefinitely postponed,Change provisions relating to protection order violations and conditions of release violations,18910
LB608,Pirsch,Indefinitely postponed,Change provisions relating to stalking,18429
LB609,Pirsch,Indefinitely postponed,Create the Nebraska's Emerging Future Subcommittee of the Legislature's Planning Committee,18181
LB610,Pirsch,Indefinitely postponed,Change provisions relating to terroristic threats,18471
LB611,Pirsch,Indefinitely postponed,Redefine serious bodily injury for purposes of domestic assault,18953
LB612,Schumacher,Passed,Require the Department of Revenue to present reports to legislative committees,18769
LB613,Schumacher,Passed,Change investigatory powers of the Legislative Council and legislative committees,18717
LB614,Schumacher,Indefinitely postponed,Provide for withholding insurance proceeds for demolition costs,18421
LB615,Schumacher,Indefinitely postponed,Provide for summary guardianships,18576
LB616,Schumacher,Passed,Adopt the Nebraska Money Transmitters Act and eliminate the Nebraska Sale of Checks and Funds Transmission Act and provide penalties,18101
LB617,Schumacher,Indefinitely postponed,Change provisions of the Nebraska Telecommunications Universal Service Fund Act,18790
LB618,Karpisek,Indefinitely postponed,Create the Agricultural Land Valuation Task Force,18881
LB619,Haar,Indefinitely postponed,Require instruction in sexual health education,18644
